>scaffold1 48 578015 48
2131       5136       -   470  55  16	#DOWN 2129:9:180 2091:14:161 2009:2:103 1855:55:119 1631:1:223 1101:6:133 837:3:225 783:2:224 589:5:237 	#UP 2143:12:153 2289:2:212 2311:1:134 2169:1:164 2309:1:168 2225:1:167 2023:1:103 1995:2:121 1723:1:218 1471:33:120 1175:6:156 925:23:173 717:5:201 691:5:180 685:1:199 679:3:170 
1855       5674       +   153  0  66	#DOWN 2129:37:145 837:5:162 	#UP 2057:1:25 2143:1:90 2131:55:119 2377:1:39 2255:1:117 2237:1:49 
>scaffold7 2 998 2
1667       0          -   110  30  100	#DOWN 2259:30:139 	#UP 2017:15:147 2289:1:140 1189:11:175 
2259       198        +   800  0  100	#DOWN 2289:1:103 2027:1:158 2001:50:139 1879:1:33 1346:2:63 1119:1:37 925:3:61 923:1:168 619:1:121 	#UP 2167:2:224 2017:10:106 1667:30:139 1453:1:103 1189:20:184 
>scaffold8 15 78116 15
1895       0          +   170  5  21	#DOWN 2015:1:173 1719:3:228 1671:5:195 1475:7:172 1467:3:165 1451:1:113 1336:12:208 1209:74:186 1165:127:128 1125:151:145 1043:3:187 845:2:184 789:5:211 787:8:173 719:1:241 523:1:255 	#UP 1927:3:156 2007:5:139 2019:5:60 1849:230:128 1755:3:182 1625:7:135 1571:200:111 1183:8:196 
1671       314        +   111  48  15	#DOWN 1719:48:190 2015:4:146 1535:1:218 1513:1:152 1487:6:173 1477:3:202 1447:8:197 1244:1:196 1043:43:171 975:42:207 845:75:185 817:40:181 813:3:197 781:10:212 719:1:223 	#UP 1849:2:162 1895:5:195 1595:1:176 1571:1:232 1336:63:159 1209:71:186 1165:9:219 1125:44:207 787:1:244 
1719       564        -   121  165  28	#DOWN 2015:165:131 1945:2:187 1493:1:110 1447:116:141 1413:1:175 1244:1:173 909:1:227 	#UP 1895:3:228 1671:48:190 1571:1:187 1511:1:168 1477:2:172 1336:13:205 1209:1:143 1165:1:206 1125:2:233 1043:72:195 975:31:168 845:79:179 817:46:200 813:1:189 781:5:198 755:4:212 719:1:196 709:2:200 
2015       765        +   250  36  9	#DOWN 1945:36:130 1627:70:175 1535:9:133 1493:84:167 1455:1:124 1413:35:129 1312:2:99 1244:227:99 913:68:172 909:1:156 823:31:192 807:3:143 	#UP 1895:1:173 1719:165:131 1671:4:146 1447:232:92 1336:4:189 1209:3:155 1165:6:132 1125:2:173 1043:2:89 975:25:180 845:13:184 813:2:188 755:1:134 719:1:60 
1945       1094       +   192  5  10	#DOWN 1799:1:123 1711:5:186 1599:1:212 1457:21:184 1455:4:151 1357:5:107 1352:3:184 1312:98:178 1223:135:122 1181:4:167 1163:2:180 1031:16:215 935:2:249 909:56:189 867:18:179 863:5:147 	#UP 2015:36:130 1719:2:187 1627:90:122 1493:109:111 1244:118:158 913:23:184 823:16:199 807:5:180 
1711       1421       -   121  63  4	#DOWN 1799:63:161 1921:1:132 2697:1:174 2727:1:131 2537:1:227 1699:2:197 1593:23:167 1421:4:211 1357:47:171 1330:6:171 1322:2:177 1185:20:199 1163:39:168 	#UP 1945:5:186 1457:19:201 1352:19:183 1312:50:190 1223:10:220 1181:38:165 1031:33:201 935:5:201 909:2:226 867:1:261 
1799       1652       -   136  5  4	#DOWN 2779:2:-11 2613:2:28 2697:5:185 1743:1:230 1699:9:199 1655:1:219 1421:8:172 1328:7:187 1322:10:153 1290:1:221 1185:12:173 603:1:141 	#UP 1945:1:123 1711:63:161 1457:2:211 1352:1:191 1312:2:216 1181:14:196 1163:21:164 1031:5:199 935:1:250 
2697       1922       -   15697  78  28	#DOWN 2361:78:99 	#UP 1799:5:185 1739:1:211 1711:1:174 1357:3:189 1352:2:64 1328:2:120 1322:20:150 1223:1:229 1181:1:12 1163:4:130 
2361       17667      -   1939  49  33	#DOWN 2421:49:143 2423:1:213 1161:22:131 	#UP 2697:78:99 
2421       19698      -   3222  0  33	#DOWN 2701:13:34 1917:39:132 	#UP 2361:49:143 1161:22:158 
1915       22707      +   179  1  100	#DOWN 2701:3:146 1917:1:89 
1917       22924      +   179  55  100	#DOWN 2701:55:118 	#UP 2421:39:132 1915:1:89 
2701       23170      -   16057  29  50	#DOWN 2833:29:127 2855:1:113 1083:6:134 	#UP 2421:13:34 1917:55:118 1915:3:146 
2833       39303      -   32002  33  25	#DOWN 2537:33:186 	#UP 2701:29:127 2649:2:59 2561:3:174 1083:20:117 
2537       71440      +   6676  0  100	#DOWN 2007:1:79 1921:2:-17 1711:1:227 1421:1:83 1357:3:186 1330:4:82 1328:17:135 1312:3:76 1185:18:173 1031:2:69 	#UP 2833:33:186 
>scaffold9 8 4026 8
1773       0          +   131  17  40	#DOWN 1795:17:155 1787:2:180 1677:2:209 1199:3:186 1139:1:207 	#UP 1853:4:180 1993:1:220 1731:31:156 1715:1:184 1300:10:194 
1795       235        +   135  10  20	#DOWN 2221:1:224 1777:2:212 1677:10:167 1199:11:143 777:4:175 	#UP 2069:1:178 1773:17:155 1731:6:189 1300:2:201 
1677       486        +   112  29  50	#DOWN 2149:29:143 2253:1:119 	#UP 1795:10:167 1773:2:209 1199:11:172 777:1:180 
2149       690        +   490  27  8	#DOWN 2199:27:150 2195:1:142 797:3:163 727:1:115 	#UP 1731:1:124 1677:29:143 1199:7:217 797:1:-1 777:3:198 377:1:221 
2199       1279       +   624  46  8	#DOWN 2213:46:115 2117:1:164 1201:1:157 679:3:172 	#UP 2261:1:123 2255:1:206 2201:1:115 2149:27:150 2039:1:149 2009:1:168 797:8:171 747:1:208 727:3:203 589:2:161 
2213       1967       +   637  4  50	#DOWN 2305:2:139 2055:4:30 	#UP 2199:46:115 1999:1:106 
2055       2583       +   293  45  100	#DOWN 2305:45:129 1735:1:107 1721:2:112 	#UP 2213:4:30 
2305       2954       -   1072  0  66	#DOWN 2171:1:210 	#UP 2271:1:100 2213:2:139 2055:45:129 
>scaffold10 2 622 2
1681       0          -   112  16  100	#DOWN 2097:16:150 	#UP 2609:2:77 1775:2:142 
2097       211        -   411  0  100	#DOWN 1943:8:77 1897:189:92 1581:10:180 1344:1:127 1157:7:39 1149:4:98 	#UP 2609:1:13 2835:1:163 2079:40:148 1775:5:152 1681:16:150 1577:92:112 1254:53:170 873:1:183 
>scaffold11 7 20315 7
2473       0          -   4382  23  100	#DOWN 2667:23:129 	#UP 2283:45:113 
2667       4460       +   14479  9  60	#DOWN 2049:2:36 1745:2:35 1683:9:191 1583:3:168 1167:3:157 1059:9:193 	#UP 2473:23:129 
1683       19079      +   113  32  33	#DOWN 1745:32:190 2049:6:162 1059:2:216 	#UP 2667:9:191 1167:11:198 1059:2:191 
1745       19331      +   125  30  33	#DOWN 2049:30:140 1059:1:136 	#UP 2667:2:35 1683:32:190 1167:3:212 1105:2:188 1059:4:228 
2049       19545      +   289  33  75	#DOWN 2029:1:2 2025:1:72 1791:1:204 1769:33:151 1105:1:229 1061:11:136 	#UP 2667:2:36 1745:30:140 1683:6:162 1105:6:204 1059:11:198 
1769       19934      +   131  31  50	#DOWN 1791:31:166 1105:2:178 1061:1:165 	#UP 2049:33:151 1061:9:166 
1791       20180      +   135  0  50	#DOWN 2025:33:147 1771:1:182 1282:1:205 1061:9:165 	#UP 2049:1:204 1769:31:166 1105:9:160 1061:1:227 
>scaffold12 12 182020 12
1743       0          -   124  38  100	#DOWN 2779:38:143 	#UP 1799:1:230 1699:11:157 1421:5:177 935:1:213 
2779       216        +   22858  40  100	#DOWN 2803:40:122 	#UP 1799:2:-11 1743:38:143 1699:25:171 1421:4:182 1290:2:198 1185:2:55 883:2:80 801:1:147 
2803       23145      +   26142  40  100	#DOWN 2741:12:163 1685:40:123 	#UP 2779:40:122 
1685       49359      +   113  23  50	#DOWN 2741:23:129 	#UP 2803:40:123 1314:1:206 
2741       49550      +   19177  25  33	#DOWN 2435:25:152 1411:5:146 1409:12:144 	#UP 2803:12:163 1685:23:129 
2435       68828      +   3371  62  50	#DOWN 2569:62:132 	#UP 2741:25:152 1409:34:136 
2569       72280      -   7915  66  33	#DOWN 2773:66:114 1583:1:114 585:1:154 	#UP 2435:62:132 
2773       80258      +   22153  56  100	#DOWN 2775:56:97 	#UP 2569:66:114 
2775       102457     -   22191  36  100	#DOWN 2771:36:141 	#UP 2773:56:97 
2771       124738     -   22080  27  50	#DOWN 2839:27:159 979:16:144 861:3:160 	#UP 2775:36:141 
2839       146926     +   34837  60  33	#DOWN 1865:60:150 1859:8:131 827:2:241 745:1:265 677:2:138 	#UP 2771:27:159 979:1:166 861:2:101 
1865       181862     -   158  0  33	#DOWN 2041:2:182 1867:3:187 1859:45:167 827:11:198 809:1:153 635:3:169 	#UP 2839:60:150 827:2:175 751:1:186 
>scaffold13 16 104128 16
2041       0          +   279  55  50	#DOWN 2631:55:147 827:2:181 	#UP 1867:4:192 1865:2:182 1859:25:173 827:12:200 809:2:253 751:1:132 677:1:198 635:3:236 
2631       375        -   11455  49  33	#DOWN 2751:49:153 2577:1:87 847:6:168 	#UP 2041:55:147 827:7:146 745:1:135 
2751       11932      +   19642  27  50	#DOWN 2367:27:123 	#UP 2787:1:96 2631:49:153 2343:1:107 847:19:114 655:1:163 
2367       31646      +   1996  11  50	#DOWN 2459:11:78 	#UP 2751:27:123 2529:1:234 
2459       33669      +   3829  32  100	#DOWN 2403:7:163 1687:32:128 	#UP 2367:11:78 
1687       37575      +   115  25  50	#DOWN 2403:25:108 	#UP 2459:32:128 1359:2:188 
2403       37747      -   2756  52  100	#DOWN 2749:52:100 	#UP 2459:7:163 1687:25:108 
2749       40552      -   19617  63  100	#DOWN 2739:63:98 	#UP 2403:52:100 
2739       60216      -   19095  7  50	#DOWN 2295:7:123 1925:56:106 	#UP 2749:63:98 
2295       79383      -   1042  12  16	#DOWN 2479:12:146 1857:59:110 	#UP 2739:7:123 2493:1:231 1925:41:108 
2479       80520      -   4493  65  50	#DOWN 2425:65:110 	#UP 2295:12:146 1857:23:137 
2425       85072      -   3264  32  100	#DOWN 2567:32:132 	#UP 2479:65:110 
2567       88417      -   7743  55  50	#DOWN 2495:55:118 861:7:114 	#UP 2425:32:132 
2495       96227      +   4851  63  50	#DOWN 2401:63:141 1073:3:116 	#UP 2567:55:118 
2401       101168     -   2719  58  50	#DOWN 1829:58:151 1825:2:228 1759:1:137 1109:11:200 1073:2:185 	#UP 2495:63:141 1073:2:96 
1829       103987     -   141  0  100	#DOWN 2737:1:171 1825:13:157 1759:1:222 1109:16:170 	#UP 2401:58:151 
>scaffold14 14 7784 14
2175       0          -   550  54  66	#DOWN 2347:54:102 1861:2:182 1197:1:50 	#UP 2127:1:177 2027:20:182 2017:2:117 1326:20:140 725:2:191 707:1:190 627:2:205 619:1:242 
2347       601        +   1697  16  50	#DOWN 1861:16:118 1819:6:146 	#UP 2275:1:99 2175:54:102 
1861       2365       +   157  9  66	#DOWN 1911:2:128 2009:9:173 1819:24:125 	#UP 2347:16:118 2123:1:43 2175:2:182 1197:5:166 
2009       2644       +   245  24  10	#DOWN 2131:2:103 2199:1:168 1911:24:183 1469:45:152 589:1:178 	#UP 1861:9:173 1819:52:130 
1911       3021       -   177  37  16	#DOWN 2071:37:120 1913:4:157 727:1:217 	#UP 2009:24:183 1861:2:128 1819:6:185 1469:14:137 891:1:177 597:1:102 589:5:205 427:1:205 
2071       3267       +   343  41  12	#DOWN 2321:1:143 2063:41:156 2061:1:-5 1001:1:186 761:3:206 747:7:120 727:5:126 621:2:99 	#UP 1911:37:120 
2063       3715       +   312  12  3	#DOWN 1889:12:159 1887:2:153 1717:27:120 1629:1:26 1159:1:80 	#UP 2071:41:156 2179:1:161 2061:1:-14 1893:1:172 761:9:135 747:6:206 727:11:183 627:1:122 601:3:114 589:3:167 
1889       4135       -   166  8  20	#DOWN 2185:2:174 2231:2:98 1741:8:192 1629:23:139 1159:12:183 	#UP 2063:12:159 1717:30:147 
1741       4442       +   123  20  16	#DOWN 2231:20:125 	#UP 1889:8:192 2101:1:133 1717:2:172 1629:18:198 1159:16:177 609:1:187 
2231       4639       -   687  65  14	#DOWN 2263:21:161 2209:1:140 1689:65:145 1645:1:116 1219:1:186 929:9:163 711:1:212 	#UP 2219:2:159 1889:2:98 1841:2:183 1741:20:125 1629:4:149 1159:10:209 629:3:119 
1689       5420       +   116  27  16	#DOWN 2263:27:146 2377:2:128 	#UP 2231:65:145 2275:1:73 929:2:182 
